"concept","wikidataid","space","property","insula","region"
"globe","Q133792","r6-i8-p23-space-19","r6-i8-p23","r6-i8","r6"
"globe","Q133792","r6-i8-p23-space-25","r6-i8-p23","r6-i8","r6"
"globe","Q133792","r6-i8-p23-space-9","r6-i8-p23","r6-i8","r6"
"globe","Q133792","r6-i9-p6-space-35","r6-i9-p6","r6-i9","r6"
"globe","Q133792","r6-i9-p6-space-37","r6-i9-p6","r6-i9","r6"
"globe","Q133792","r6-i9-p6-space-50","r6-i9-p6","r6-i9","r6"
"globe","Q133792","r7-i10-p3-space-t","r7-i10-p3","r7-i10","r7"
"globe","Q133792","r7-i12-p22-space-c","r7-i12-p22","r7-i12","r7"
"globe","Q133792","r7-i15-p2-space-h","r7-i15-p2","r7-i15","r7"
"globe","Q133792","r7-i2-p16-space-o","r7-i2-p16","r7-i2","r7"
"globe","Q133792","r7-i2-p20-space-v2","r7-i2-p20","r7-i2","r7"
"globe","Q133792","r7-i2-p45-space-a","r7-i2-p45","r7-i2","r7"
"globe","Q133792","r7-i2-p45-space-e","r7-i2-p45","r7-i2","r7"
"globe","Q133792","r7-i3-p29-space-k","r7-i3-p29","r7-i3","r7"
"globe","Q133792","r7-i3-p30-space-g","r7-i3-p30","r7-i3","r7"
"globe","Q133792","r7-i4-p31-space-7","r7-i4-p31","r7-i4","r7"
"globe","Q133792","r7-i4-p59-space-y","r7-i4-p59","r7-i4","r7"
"globe","Q133792","r9-i1-p20-space-s","r9-i1-p20","r9-i1","r9"
"globe","Q133792","r9-i2-p10-space-g","r9-i2-p10","r9-i2","r9"
"globe","Q133792","r9-i3-p15-space-h","r9-i3-p15","r9-i3","r9"
"globe","Q133792","r9-i3-p5-space-17","r9-i3-p5","r9-i3","r9"
"globe","Q133792","r9-i3-p5-space-5","r9-i3-p5","r9-i3","r9"
"globe","Q133792","r9-i3-p5-space-7","r9-i3-p5","r9-i3","r9"
"globe","Q133792","r9-i3-p7-space-1","r9-i3-p7","r9-i3","r9"
"globe","Q133792","r9-i5-p11-space-g","r9-i5-p11","r9-i5","r9"
"globe","Q133792","r9-i5-p11-space-k","r9-i5-p11","r9-i5","r9"
"globe","Q133792","r9-i5-p14-space-f","r9-i5-p14","r9-i5","r9"
"globe","Q133792","r9-i5-p14-space-k","r9-i5-p14","r9-i5","r9"
"globe","Q133792","r9-i8-p3-space-43","r9-i8-p3","r9-i8","r9"
"globe","Q133792","r9-i9-p12-space-i","r9-i9-p12","r9-i9","r9"
"goat","Q2934","r1-i10-p11-space-11","r1-i10-p11","r1-i10","r1"
"goat","Q2934","r1-i11-p15-space-9","r1-i11-p15","r1-i11","r1"
"goat","Q2934","r1-i12-p11-space-4","r1-i12-p11","r1-i12","r1"
"goat","Q2934","r1-i13-p8-space-3","r1-i13-p8","r1-i13","r1"
"goat","Q2934","r1-i16-p3-space-6","r1-i16-p3","r1-i16","r1"
"goat","Q2934","r1-i6-p15-space-h","r1-i6-p15","r1-i6","r1"
"goat","Q2934","r1-i6-p15-space-i","r1-i6-p15","r1-i6","r1"
"goat","Q2934","r1-i7-p1-space-16","r1-i7-p1","r1-i7","r1"
"goat","Q2934","r1-i7-p1-space-3","r1-i7-p1","r1-i7","r1"
"goat","Q2934","r1-i7-p10-space-16","r1-i7-p10","r1-i7","r1"
"goat","Q2934","r2-i3-p3-space-4","r2-i3-p3","r2-i3","r2"
"goat","Q2934","r3-i4-p4-space-b","r3-i4-p4","r3-i4","r3"
"goat","Q2934","r5-i1-p18-space-e","r5-i1-p18","r5-i1","r5"
"goat","Q2934","r5-i1-p18-space-p","r5-i1-p18","r5-i1","r5"
"goat","Q2934","r5-i1-p18-space-y","r5-i1-p18","r5-i1","r5"
"goat","Q2934","r5-i1-p26-space-i","r5-i1-p26","r5-i1","r5"
"goat","Q2934","r5-i2-p1-space-r","r5-i2-p1","r5-i2","r5"
"goat","Q2934","r5-i2-pi-space-o","r5-i2-pi","r5-i2","r5"
"goat","Q2934","r6-i10-p11-space-2","r6-i10-p11","r6-i10","r6"
"goat","Q2934","r6-i10-p7-space-3","r6-i10-p7","r6-i10","r6"
"goat","Q2934","r6-i15-p1-space-c","r6-i15-p1","r6-i15","r6"
"goat","Q2934","r6-i15-p1-space-o","r6-i15-p1","r6-i15","r6"
"goat","Q2934","r6-i15-p1-space-q","r6-i15-p1","r6-i15","r6"
"goat","Q2934","r6-i15-p8-space-c","r6-i15-p8","r6-i15","r6"
"goat","Q2934","r6-i15-p8-space-f","r6-i15-p8","r6-i15","r6"
"goat","Q2934","r6-i15-p8-space-k","r6-i15-p8","r6-i15","r6"
"goat","Q2934","r6-i16-p15-space-d","r6-i16-p15","r6-i16","r6"
"goat","Q2934","r6-i16-p32-space-e","r6-i16-p32","r6-i16","r6"
"goat","Q2934","r6-i16-p7-space-b","r6-i16-p7","r6-i16","r6"
"goat","Q2934","r6-i16-p7-space-q","r6-i16-p7","r6-i16","r6"
"goat","Q2934","r6-i17-p41-space-17","r6-i17-p41","r6-i17","r6"
"goat","Q2934","r6-i5-p5-space-12","r6-i5-p5","r6-i5","r6"
"goat","Q2934","r6-i7-p23-space-24","r6-i7-p23","r6-i7","r6"
"goat","Q2934","r6-i8-p23-space-9","r6-i8-p23","r6-i8","r6"
"goat","Q2934","r6-i9-p6-space-35","r6-i9-p6","r6-i9","r6"
"goat","Q2934","r7-i15-p12-space-d","r7-i15-p12","r7-i15","r7"
"goat","Q2934","r7-i15-p2-space-nprime","r7-i15-p2","r7-i15","r7"
"goat","Q2934","r7-i15-p2-space-zprime","r7-i15-p2","r7-i15","r7"
"goat","Q2934","r7-i15-p4-space-a","r7-i15-p4","r7-i15","r7"
"goat","Q2934","r7-i15-p5-space-a","r7-i15-p5","r7-i15","r7"
"goat","Q2934","r7-i2-p14-space-e","r7-i2-p14","r7-i2","r7"
"goat","Q2934","r7-i2-p18-space-i","r7-i2-p18","r7-i2","r7"
"goat","Q2934","r7-i2-p45-space-h","r7-i2-p45","r7-i2","r7"
"goat","Q2934","r7-i3-p21-space-c","r7-i3-p21","r7-i3","r7"
"goat","Q2934","r7-i4-p48-space-13","r7-i4-p48","r7-i4","r7"
"goat","Q2934","r7-i5-p14-space-vicolo-delle-terme","r7-i5-p14","r7-i5","r7"
"goat","Q2934","r7-i9-p7-space-d","r7-i9-p7","r7-i9","r7"
"goat","Q2934","r8-i2-p18-space-b","r8-i2-p18","r8-i2","r8"
"goat","Q2934","r9-i1-p22-space-tprime","r9-i1-p22","r9-i1","r9"
"goat","Q2934","r9-i2-p17-space-c","r9-i2-p17","r9-i2","r9"
"goat","Q2934","r9-i2-p18-space-f","r9-i2-p18","r9-i2","r9"
"goat","Q2934","r9-i3-p5-space-5","r9-i3-p5","r9-i3","r9"
"goat","Q2934","r9-i5-p18-space-f","r9-i5-p18","r9-i5","r9"
"goat","Q2934","r9-i5-p18-space-o","r9-i5-p18","r9-i5","r9"
"goat","Q2934","r9-i8-p3-space-40","r9-i8-p3","r9-i8","r9"
"goat","Q2934","r9-i8-p3-space-8","r9-i8-p3","r9-i8","r9"
"god","","r7-i15-p2-space-i","r7-i15-p2","r7-i15","r7"
"goose","","r9-i9-pc-space-l","r9-i9-pc","r9-i9","r9"
"gorgon","Q102059","r1-i10-p4-space-11","r1-i10-p4","r1-i10","r1"
"gorgon","Q102059","r1-i10-p4-space-18","r1-i10-p4","r1-i10","r1"
"gorgon","Q102059","r1-i10-p4-space-19","r1-i10-p4","r1-i10","r1"
"gorgon","Q102059","r1-i10-p8-space-6","r1-i10-p8","r1-i10","r1"
"gorgon","Q102059","r1-i12-p11-space-12","r1-i12-p11","r1-i12","r1"
"gorgon","Q102059","r1-i12-p15-space-5","r1-i12-p15","r1-i12","r1"
"gorgon","Q102059","r1-i14-p5-space-2","r1-i14-p5","r1-i14","r1"
"gorgon","Q102059","r1-i6-p15-space-g","r1-i6-p15","r1-i6","r1"
"gorgon","Q102059","r1-i6-p4-space-l","r1-i6-p4","r1-i6","r1"
"gorgon","Q102059","r1-i7-p10-space-16","r1-i7-p10","r1-i7","r1"
"gorgon","Q102059","r1-i7-p10-space-17","r1-i7-p10","r1-i7","r1"
"gorgon","Q102059","r1-i7-p10-space-2","r1-i7-p10","r1-i7","r1"
"gorgon","Q102059","r1-i7-p10-space-22","r1-i7-p10","r1-i7","r1"
"gorgon","Q102059","r1-i7-p10-space-4","r1-i7-p10","r1-i7","r1"
"gorgon","Q102059","r1-i7-p18-space-a","r1-i7-p18","r1-i7","r1"
"gorgon","Q102059","r1-i7-p19-space-c","r1-i7-p19","r1-i7","r1"
"gorgon","Q102059","r1-i7-p7-space-b","r1-i7-p7","r1-i7","r1"
"gorgon","Q102059","r1-i9-p13-space-c","r1-i9-p13","r1-i9","r1"
"gorgon","Q102059","r2-i3-p3-space-1","r2-i3-p3","r2-i3","r2"
"gorgon","Q102059","r3-i4-p2-space-4","r3-i4-p2","r3-i4","r3"
"gorgon","Q102059","r5-i2-ph-space-a","r5-i2-ph","r5-i2","r5"
"gorgon","Q102059","r5-i4-p3-space-d","r5-i4-p3","r5-i4","r5"
"gorgon","Q102059","r6-i10-p2-space-12","r6-i10-p2","r6-i10","r6"
"gorgon","Q102059","r6-i11-p10-space-21","r6-i11-p10","r6-i11","r6"
"gorgon","Q102059","r6-i15-p1-space-i","r6-i15-p1","r6-i15","r6"
"gorgon","Q102059","r6-i15-p1-space-n","r6-i15-p1","r6-i15","r6"
"gorgon","Q102059","r6-i16-p7-space-q","r6-i16-p7","r6-i16","r6"
"gorgon","Q102059","r6-i16-p7-space-r","r6-i16-p7","r6-i16","r6"
"gorgon","Q102059","r6-i17-p41-space-6","r6-i17-p41","r6-i17","r6"
"gorgon","Q102059","r6-i7-p18-space-11","r6-i7-p18","r6-i7","r6"
"gorgon","Q102059","r6-i7-p7-space-3","r6-i7-p7","r6-i7","r6"
"gorgon","Q102059","r6-i8-p23-space-15","r6-i8-p23","r6-i8","r6"
"gorgon","Q102059","r6-i9-p6-space-38","r6-i9-p6","r6-i9","r6"
"gorgon","Q102059","r6-i9-p6-space-53","r6-i9-p6","r6-i9","r6"
"gorgon","Q102059","r7-i16-p22-space-27","r7-i16-p22","r7-i16","r7"
"gorgon","Q102059","r7-i3-p21-space-c","r7-i3-p21","r7-i3","r7"
"gorgon","Q102059","r7-i3-p29-space-l","r7-i3-p29","r7-i3","r7"
"gorgon","Q102059","r7-i4-p48-space-13","r7-i4-p48","r7-i4","r7"
"gorgon","Q102059","r7-i4-p59-space-y","r7-i4-p59","r7-i4","r7"
"gorgon","Q102059","r8-i2-p18-space-b","r8-i2-p18","r8-i2","r8"
"gorgon","Q102059","r8-i2-p23-space-r","r8-i2-p23","r8-i2","r8"
"gorgon","Q102059","r8-i7-p28-space-6","r8-i7-p28","r8-i7","r8"
"gorgon","Q102059","r9-i1-p7-space-e","r9-i1-p7","r9-i1","r9"
"gorgon","Q102059","r9-i2-p5-space-c","r9-i2-p5","r9-i2","r9"
"gorgon","Q102059","r9-i8-p3-space-1","r9-i8-p3","r9-i8","r9"
"gorgon","Q102059","r9-i9-p6-space-l","r9-i9-p6","r9-i9","r9"
"grace","","r9-i2-p16-space-k","r9-i2-p16","r9-i2","r9"
"grace","","r9-i9-p8-space-a","r9-i9-p8","r9-i9","r9"
"grape","Q10978","r1-i10-p4-space-11","r1-i10-p4","r1-i10","r1"
"grape","Q10978","r1-i11-p17-space-4","r1-i11-p17","r1-i11","r1"
"grape","Q10978","r1-i12-p16-space-2","r1-i12-p16","r1-i12","r1"
"grape","Q10978","r1-i6-p15-space-e","r1-i6-p15","r1-i6","r1"
"grape","Q10978","r1-i6-p15-space-h","r1-i6-p15","r1-i6","r1"
"grape","Q10978","r1-i7-p1-space-3","r1-i7-p1","r1-i7","r1"
"grape","Q10978","r1-i7-p10-space-aprime","r1-i7-p10","r1-i7","r1"
"grape","Q10978","r1-i7-p7-space-b","r1-i7-p7","r1-i7","r1"
"grape","Q10978","r2-i1-p12-space-3","r2-i1-p12","r2-i1","r2"
"grape","Q10978","r3-i2-p1-space-n","r3-i2-p1","r3-i2","r3"
"grape","Q10978","r5-i1-p18-space-g","r5-i1-p18","r5-i1","r5"
"grape","Q10978","r5-i1-p18-space-y","r5-i1-p18","r5-i1","r5"
"grape","Q10978","r5-i1-p23-space-e","r5-i1-p23","r5-i1","r5"
"grape","Q10978","r5-i1-p26-space-o","r5-i1-p26","r5-i1","r5"
"grape","Q10978","r5-i2-p15-space-pprime","r5-i2-p15","r5-i2","r5"
"grape","Q10978","r5-i2-ph-space-d","r5-i2-ph","r5-i2","r5"
"grape","Q10978","r5-i2-pi-space-p","r5-i2-pi","r5-i2","r5"
"grape","Q10978","r5-i2-pi-space-y","r5-i2-pi","r5-i2","r5"
"grape","Q10978","r5-i3-p10-space-n","r5-i3-p10","r5-i3","r5"
"grape","Q10978","r6-i10-p11-space-22","r6-i10-p11","r6-i10","r6"
"grape","Q10978","r6-i14-p28-space-c","r6-i14-p28","r6-i14","r6"
"grape","Q10978","r6-i15-p6-space-d","r6-i15-p6","r6-i15","r6"
"grape","Q10978","r6-i8-p23-space-24","r6-i8-p23","r6-i8","r6"
"grape","Q10978","r6-i9-p2-space-16","r6-i9-p2","r6-i9","r6"
"grape","Q10978","r6-i9-p6-space-44","r6-i9-p6","r6-i9","r6"
"grape","Q10978","r7-i1-p25-space-8","r7-i1-p25","r7-i1","r7"
"grape","Q10978","r7-i14-p9-space-7","r7-i14-p9","r7-i14","r7"
"grape","Q10978","r7-i4-p31-space-1","r7-i4-p31","r7-i4","r7"
"grape","Q10978","r8-i2-p18-space-b","r8-i2-p18","r8-i2","r8"
"grape","Q10978","r9-i1-p7-space-e","r9-i1-p7","r9-i1","r9"
"grape","Q10978","r9-i2-p17-space-c","r9-i2-p17","r9-i2","r9"
"grape","Q10978","r9-i3-p5-space-8","r9-i3-p5","r9-i3","r9"
"grape","Q10978","r9-i5-p6-space-h","r9-i5-p6","r9-i5","r9"
"grape","Q10978","r9-i8-p3-space-7","r9-i8-p3","r9-i8","r9"
"grapes","","r1-i10-p4-space-11","r1-i10-p4","r1-i10","r1"
"grapes","","r1-i10-p4-space-b","r1-i10-p4","r1-i10","r1"
"grass","","r7-i15-p3-space-g","r7-i15-p3","r7-i15","r7"
"grasshopper","Q18398431","r1-i13-p8-space-3","r1-i13-p8","r1-i13","r1"
"greave","","r1-i10-p4-space-4","r1-i10-p4","r1-i10","r1"
"greave","","r1-i6-p4-space-l","r1-i6-p4","r1-i6","r1"
"greave","","r7-i2-p25-space-n","r7-i2-p25","r7-i2","r7"
"greave","","r9-i5-p2-space-u","r9-i5-p2","r9-i5","r9"
"greek","","r1-i6-p4-space-e","r1-i6-p4","r1-i6","r1"
"grenade","","r6-i16-p7-space-a","r6-i16-p7","r6-i16","r6"
"grid_iron","","r5-i4-p3-space-p","r5-i4-p3","r5-i4","r5"
"griffin","Q130223","r1-i10-p11-space-4","r1-i10-p11","r1-i10","r1"
"griffin","Q130223","r1-i10-p4-space-11","r1-i10-p4","r1-i10","r1"
"griffin","Q130223","r1-i10-p4-space-15","r1-i10-p4","r1-i10","r1"
"griffin","Q130223","r1-i10-p4-space-19","r1-i10-p4","r1-i10","r1"
"griffin","Q130223","r1-i10-p4-space-8","r1-i10-p4","r1-i10","r1"
"griffin","Q130223","r1-i10-p4-space-9","r1-i10-p4","r1-i10","r1"
"griffin","Q130223","r1-i10-p4-space-b","r1-i10-p4","r1-i10","r1"
"griffin","Q130223","r1-i10-p7-space-2","r1-i10-p7","r1-i10","r1"
"griffin","Q130223","r1-i10-p7-space-4","r1-i10-p7","r1-i10","r1"
"griffin","Q130223","r1-i11-p1-space-3","r1-i11-p1","r1-i11","r1"
"griffin","Q130223","r1-i11-p6-space-10","r1-i11-p6","r1-i11","r1"
"griffin","Q130223","r1-i12-p11-space-12","r1-i12-p11","r1-i12","r1"
"griffin","Q130223","r1-i12-p11-space-13","r1-i12-p11","r1-i12","r1"
"griffin","Q130223","r1-i12-p11-space-4","r1-i12-p11","r1-i12","r1"
"griffin","Q130223","r1-i12-p11-space-8","r1-i12-p11","r1-i12","r1"
"griffin","Q130223","r1-i13-p8-space-3","r1-i13-p8","r1-i13","r1"
"griffin","Q130223","r1-i16-p3-space-2","r1-i16-p3","r1-i16","r1"
"griffin","Q130223","r1-i16-p4-space-10","r1-i16-p4","r1-i16","r1"
"griffin","Q130223","r1-i16-p4-space-2","r1-i16-p4","r1-i16","r1"
"griffin","Q130223","r1-i3-p25-space-i","r1-i3-p25","r1-i3","r1"
"griffin","Q130223","r1-i4-p5-space-37","r1-i4-p5","r1-i4","r1"
"griffin","Q130223","r1-i6-p15-space-h","r1-i6-p15","r1-i6","r1"
"griffin","Q130223","r1-i6-p4-space-l","r1-i6-p4","r1-i6","r1"
"griffin","Q130223","r1-i6-p7-space-e","r1-i6-p7","r1-i6","r1"
"griffin","Q130223","r1-i7-p1-space-16","r1-i7-p1","r1-i7","r1"
"griffin","Q130223","r1-i7-p10-space-9","r1-i7-p10","r1-i7","r1"
"griffin","Q130223","r1-i7-p19-space-b","r1-i7-p19","r1-i7","r1"
"griffin","Q130223","r1-i9-p12-space-5","r1-i9-p12","r1-i9","r1"
"griffin","Q130223","r1-i9-p5-space-11","r1-i9-p5","r1-i9","r1"
"griffin","Q130223","r3-i2-p1-space-n","r3-i2-p1","r3-i2","r3"
"griffin","Q130223","r3-i2-p1-space-p","r3-i2-p1","r3-i2","r3"
"griffin","Q130223","r5-i1-p18-space-d","r5-i1-p18","r5-i1","r5"
"griffin","Q130223","r5-i1-p18-space-o","r5-i1-p18","r5-i1","r5"
"griffin","Q130223","r5-i1-p18-space-p","r5-i1-p18","r5-i1","r5"
"griffin","Q130223","r5-i1-p18-space-y","r5-i1-p18","r5-i1","r5"
"griffin","Q130223","r5-i1-p26-space-i","r5-i1-p26","r5-i1","r5"
"griffin","Q130223","r5-i1-p26-space-o","r5-i1-p26","r5-i1","r5"
"griffin","Q130223","r5-i1-p7-space-7","r5-i1-p7","r5-i1","r5"
"griffin","Q130223","r5-i2-p1-space-r","r5-i2-p1","r5-i2","r5"
"griffin","Q130223","r5-i2-pg-space-b","r5-i2-pg","r5-i2","r5"
"griffin","Q130223","r5-i2-ph-space-c","r5-i2-ph","r5-i2","r5"
"griffin","Q130223","r5-i2-pi-space-4","r5-i2-pi","r5-i2","r5"
"griffin","Q130223","r5-i2-pi-space-r","r5-i2-pi","r5-i2","r5"
"griffin","Q130223","r5-i3-p11-space-c","r5-i3-p11","r5-i3","r5"
"griffin","Q130223","r5-i3-p11-space-e","r5-i3-p11","r5-i3","r5"
"griffin","Q130223","r5-i3-p11-space-l","r5-i3-p11","r5-i3","r5"
"griffin","Q130223","r5-i3-p12-space-2","r5-i3-p12","r5-i3","r5"
"griffin","Q130223","r5-i3-p4-space-g","r5-i3-p4","r5-i3","r5"
"griffin","Q130223","r5-i3-p4-space-h","r5-i3-p4","r5-i3","r5"
"griffin","Q130223","r5-i3-p9-space-f","r5-i3-p9","r5-i3","r5"
"griffin","Q130223","r5-i4-p13-space-s","r5-i4-p13","r5-i4","r5"
"griffin","Q130223","r5-i4-p3-space-d","r5-i4-p3","r5-i4","r5"
"griffin","Q130223","r5-i4-pa-space-22","r5-i4-pa","r5-i4","r5"
"griffin","Q130223","r5-i4-pa-space-9","r5-i4-pa","r5-i4","r5"
"griffin","Q130223","r5-i4-pc-space-1","r5-i4-pc","r5-i4","r5"
"griffin","Q130223","r5-i4-pc-space-l","r5-i4-pc","r5-i4","r5"
"griffin","Q130223","r6-i11-p19-space-7","r6-i11-p19","r6-i11","r6"
"griffin","Q130223","r6-i14-p25-space-d","r6-i14-p25","r6-i14","r6"
"griffin","Q130223","r6-i15-p1-space-b","r6-i15-p1","r6-i15","r6"
"griffin","Q130223","r6-i15-p1-space-e","r6-i15-p1","r6-i15","r6"
"griffin","Q130223","r6-i15-p1-space-h","r6-i15-p1","r6-i15","r6"
"griffin","Q130223","r6-i15-p1-space-n","r6-i15-p1","r6-i15","r6"
"griffin","Q130223","r6-i15-p6-space-l","r6-i15-p6","r6-i15","r6"
"griffin","Q130223","r6-i15-p8-space-d","r6-i15-p8","r6-i15","r6"
"griffin","Q130223","r6-i15-p8-space-m","r6-i15-p8","r6-i15","r6"
"griffin","Q130223","r6-i16-p11-space-c","r6-i16-p11","r6-i16","r6"
"griffin","Q130223","r6-i16-p15-space-d","r6-i16-p15","r6-i16","r6"
"griffin","Q130223","r6-i16-p15-space-g","r6-i16-p15","r6-i16","r6"
"griffin","Q130223","r6-i16-p26-space-g","r6-i16-p26","r6-i16","r6"
"griffin","Q130223","r6-i16-p7-space-f","r6-i16-p7","r6-i16","r6"
"griffin","Q130223","r6-i5-p3-space-3","r6-i5-p3","r6-i5","r6"
"griffin","Q130223","r6-i8-p23-space-14","r6-i8-p23","r6-i8","r6"
"griffin","Q130223","r6-i8-p23-space-15","r6-i8-p23","r6-i8","r6"
"griffin","Q130223","r6-i8-p23-space-19","r6-i8-p23","r6-i8","r6"
"griffin","Q130223","r6-i8-p23-space-25","r6-i8-p23","r6-i8","r6"
"griffin","Q130223","r6-i9-p2-space-27","r6-i9-p2","r6-i9","r6"
"griffin","Q130223","r6-i9-p2-space-29","r6-i9-p2","r6-i9","r6"
"griffin","Q130223","r6-i9-p6-space-35","r6-i9-p6","r6-i9","r6"
"griffin","Q130223","r6-i9-p6-space-43","r6-i9-p6","r6-i9","r6"
"griffin","Q130223","r6-i9-p6-space-53","r6-i9-p6","r6-i9","r6"
"griffin","Q130223","r7-i1-p25-space-2","r7-i1-p25","r7-i1","r7"
"griffin","Q130223","r7-i1-p25-space-28","r7-i1-p25","r7-i1","r7"
"griffin","Q130223","r7-i1-p25-space-34","r7-i1-p25","r7-i1","r7"
"griffin","Q130223","r7-i10-p3-space-t","r7-i10-p3","r7-i10","r7"
"griffin","Q130223","r7-i12-p18-space-a","r7-i12-p18","r7-i12","r7"
"griffin","Q130223","r7-i12-p22-space-g","r7-i12-p22","r7-i12","r7"
"griffin","Q130223","r7-i15-p3-space-c","r7-i15-p3","r7-i15","r7"
"griffin","Q130223","r7-i16-p17-space-6","r7-i16-p17","r7-i16","r7"
"griffin","Q130223","r7-i16-p22-space-26","r7-i16-p22","r7-i16","r7"
"griffin","Q130223","r7-i2-p48-space-g","r7-i2-p48","r7-i2","r7"
"griffin","Q130223","r7-i3-p29-space-l","r7-i3-p29","r7-i3","r7"
"griffin","Q130223","r7-i3-p30-space-g","r7-i3-p30","r7-i3","r7"
"griffin","Q130223","r7-i4-p31-space-17","r7-i4-p31","r7-i4","r7"
"griffin","Q130223","r7-i4-p59-space-m","r7-i4-p59","r7-i4","r7"
"griffin","Q130223","r7-i4-p59-space-y","r7-i4-p59","r7-i4","r7"
"griffin","Q130223","r7-i4-p62-space-7","r7-i4-p62","r7-i4","r7"
"griffin","Q130223","r7-i5-p2-space-auppercase1","r7-i5-p2","r7-i5","r7"
"griffin","Q130223","r7-i5-p2-space-buppercase","r7-i5-p2","r7-i5","r7"
"griffin","Q130223","r7-i5-p2-space-duppercase","r7-i5-p2","r7-i5","r7"
"griffin","Q130223","r7-i6-p28-space-1","r7-i6-p28","r7-i6","r7"
"griffin","Q130223","r7-i7-p10-space-p","r7-i7-p10","r7-i7","r7"
"griffin","Q130223","r8-i6-p4-space-d","r8-i6-p4","r8-i6","r8"
"griffin","Q130223","r9-i1-p20-space-n","r9-i1-p20","r9-i1","r9"
"griffin","Q130223","r9-i1-p22-space-h","r9-i1-p22","r9-i1","r9"
"griffin","Q130223","r9-i2-p16-space-d","r9-i2-p16","r9-i2","r9"
"griffin","Q130223","r9-i2-p16-space-e","r9-i2-p16","r9-i2","r9"
"griffin","Q130223","r9-i2-p17-space-c","r9-i2-p17","r9-i2","r9"
"griffin","Q130223","r9-i2-p5-space-h","r9-i2-p5","r9-i2","r9"
"griffin","Q130223","r9-i5-p14-space-c","r9-i5-p14","r9-i5","r9"
"griffin","Q130223","r9-i5-p2-space-c","r9-i5-p2","r9-i5","r9"
"griffin","Q130223","r9-i5-p2-space-f","r9-i5-p2","r9-i5","r9"
"griffin","Q130223","r9-i5-p6-space-h","r9-i5-p6","r9-i5","r9"
"griffin","Q130223","r9-i5-p6-space-k","r9-i5-p6","r9-i5","r9"
"griffin","Q130223","r9-i7-p20-space-h","r9-i7-p20","r9-i7","r9"
"griffin","Q130223","r9-i8-p3-space-43","r9-i8-p3","r9-i8","r9"
"griffin","Q130223","r9-i8-p3-space-8","r9-i8-p3","r9-i8","r9"
"griffin","Q130223","r9-i8-p3-space-i","r9-i8-p3","r9-i8","r9"
"grooves","","r6-i8-p23-space-10","r6-i8-p23","r6-i8","r6"
"grotesque","Q218248","r1-i12-p5-space-6","r1-i12-p5","r1-i12","r1"
"grotesque","Q218248","r1-i6-p11-space-b","r1-i6-p11","r1-i6","r1"
"grotesque","Q218248","r1-i7-p19-space-b","r1-i7-p19","r1-i7","r1"
"grotesque","Q218248","r2-i3-p3-space-2","r2-i3-p3","r2-i3","r2"
"grotesque","Q218248","r5-i1-p26-space-e","r5-i1-p26","r5-i1","r5"
"grotesque","Q218248","r5-i2-pi-space-x","r5-i2-pi","r5-i2","r5"
"grotesque","Q218248","r5-i4-pa-space-22","r5-i4-pa","r5-i4","r5"
"grotesque","Q218248","r6-i15-p1-space-c","r6-i15-p1","r6-i15","r6"
"grotesque","Q218248","r6-i17-p10-space-2","r6-i17-p10","r6-i17","r6"
"grotesque","Q218248","r6-i17-p10-space-5","r6-i17-p10","r6-i17","r6"
"grotesque","Q218248","r6-i2-p16-space-18","r6-i2-p16","r6-i2","r6"
"grotesque","Q218248","r6-i2-p4-space-33","r6-i2-p4","r6-i2","r6"
"grotesque","Q218248","r6-i7-p18-space-11","r6-i7-p18","r6-i7","r6"
"grotesque","Q218248","r6-i9-p6-space-43","r6-i9-p6","r6-i9","r6"
"grotesque","Q218248","r7-i11-p11-space-y","r7-i11-p11","r7-i11","r7"
"grotesque","Q218248","r7-i14-p9-space-7","r7-i14-p9","r7-i14","r7"
"grotesque","Q218248","r7-i15-p3-space-c","r7-i15-p3","r7-i15","r7"
"grotesque","Q218248","r7-i15-p4-space-e","r7-i15-p4","r7-i15","r7"
"grotesque","Q218248","r7-i3-p30-space-g","r7-i3-p30","r7-i3","r7"
"grotesque","Q218248","r7-i4-p31-space-19","r7-i4-p31","r7-i4","r7"
"grotesque","Q218248","r7-i4-p48-space-4","r7-i4-p48","r7-i4","r7"
"grotesque","Q218248","r9-i3-p5-space-1","r9-i3-p5","r9-i3","r9"
"guilloche","Q55416098","r7-i3-p30-space-g","r7-i3-p30","r7-i3","r7"
"gymnasium","Q504400","r1-i10-p4-space-11","r1-i10-p4","r1-i10","r1"
"ham","Q170486","r1-i10-p18-space-9","r1-i10-p18","r1-i10","r1"
"ham","Q170486","r9-i9-pc-space-k","r9-i9-pc","r9-i9","r9"
"hammer","","r6-i9-p2-space-29","r6-i9-p2","r6-i9","r6"
"hammer","","r7-i2-p25-space-n","r7-i2-p25","r7-i2","r7"
"hammer","","r9-i1-p6-space-via-stabiana","r9-i1-p6","r9-i1","r9"
"handle","","r6-i17-p41-space-18","r6-i17-p41","r6-i17","r6"
"hare","Q46076","r1-i11-p17-space-4","r1-i11-p17","r1-i11","r1"
"hare","Q46076","r1-i6-p7-space-g","r1-i6-p7","r1-i6","r1"
"hare","Q46076","r5-i1-p18-space-e","r5-i1-p18","r5-i1","r5"
"hare","Q46076","r5-i4-pc-space-g","r5-i4-pc","r5-i4","r5"
"hare","Q46076","r6-i14-p20-space-o","r6-i14-p20","r6-i14","r6"
"hare","Q46076","r7-i1-p25-space-34","r7-i1-p25","r7-i1","r7"
