"id","arcgis-id","description","type","label","identifier","image-url","p-in-p-url","pleiades-url","plod-english-title","plod-italian-title","spatially-within","surface-area","wiki-en-url","wiki-it-url","wikidata-url","url"
"r3-i7-p3","BLD_000233","Private Dwellings","property","Property III.7.3","r3-i7-p3","","http://pompeiiinpictures.com/pompeiiinpictures/R3/3%2007%2003.htm","","","","r3-i7","8.38937","","","","http://p-lod.org/urn/urn:p-lod:id:r3-i7-p3"
"r3-i7-p4","BLD_000234","Private Dwellings; Workshops","property","Property III.7.4","r3-i7-p4","","http://pompeiiinpictures.com/pompeiiinpictures/R3/3%2007%2004.htm","","","","r3-i7","206.9865","","","","http://p-lod.org/urn/urn:p-lod:id:r3-i7-p4"
"r3-i8-p1","","","property","","","","","","","","r3-i8","","","","","http://p-lod.org/urn/urn:p-lod:id:r3-i8-p1"
"r3-i8-p2","BLD_000235","Private Dwellings","property","Property III.8.2","r3-i8-p2","","http://pompeiiinpictures.com/pompeiiinpictures/R3/3%2008%2001.htm","","Domus of Faustinus","","r3-i8","75.9424","","","","http://p-lod.org/urn/urn:p-lod:id:r3-i8-p2"
"r3-i8-p3","","","property","","","","","","","","r3-i8","","","","","http://p-lod.org/urn/urn:p-lod:id:r3-i8-p3"
"r3-i8-p4","BLD_000236","Private Dwellings; Shops","property","Property III.8.4","r3-i8-p4","","http://pompeiiinpictures.com/pompeiiinpictures/R3/3%2008%2004.htm","","Thermopolium of Astylus","","r3-i8","69.09016","","","","http://p-lod.org/urn/urn:p-lod:id:r3-i8-p4"
"r3-i8-p5","BLD_000237","Shops","property","Property III.8.5","r3-i8-p5","","http://pompeiiinpictures.com/pompeiiinpictures/R3/3%2008%2005.htm","","","","r3-i8","8.436958","","","","http://p-lod.org/urn/urn:p-lod:id:r3-i8-p5"
"r3-i8-p6","BLD_000238","Private Dwellings; Shops","property","Property III.8.6","r3-i8-p6","","http://pompeiiinpictures.com/pompeiiinpictures/R3/3%2008%2006.htm","","Domus of Pelorus","","r3-i8","68.33612","","","","http://p-lod.org/urn/urn:p-lod:id:r3-i8-p6"
"r3-i8-p7","BLD_000239","Private Dwellings; Entertainment Buildings","property","Property III.8.7","r3-i8-p7","","http://pompeiiinpictures.com/pompeiiinpictures/R3/3%2008%2007.htm","","","","r3-i8","71.92491","","","","http://p-lod.org/urn/urn:p-lod:id:r3-i8-p7"
"r3-i9-p1","BLD_000240","Shops","property","Property III.9.1","r3-i9-p1","","http://pompeiiinpictures.com/pompeiiinpictures/R3/3%2009%2001.htm","","","","r3-i9","20.07854","","","","http://p-lod.org/urn/urn:p-lod:id:r3-i9-p1"
"r3-i9-p2","BLD_000241","Private Dwellings","property","Property III.9.2","r3-i9-p2","","http://pompeiiinpictures.com/pompeiiinpictures/R3/3%2009%2002.htm","","","","r3-i9","18.39484","","","","http://p-lod.org/urn/urn:p-lod:id:r3-i9-p2"
"r3-i9-p3","BLD_000242","Shops","property","Property III.9.3","r3-i9-p3","","http://pompeiiinpictures.com/pompeiiinpictures/R3/3%2009%2003.htm","","","","r3-i9","23.64099","","","","http://p-lod.org/urn/urn:p-lod:id:r3-i9-p3"
"r3-i9-p4","BLD_000243","Workshops","property","Property III.9.4","r3-i9-p4","","http://pompeiiinpictures.com/pompeiiinpictures/R3/3%2009%2004.htm","","","","r3-i9","26.38754","","","","http://p-lod.org/urn/urn:p-lod:id:r3-i9-p4"
"r3-i9-p5","BLD_000244","Workshops","property","Property III.9.5","r3-i9-p5","","http://pompeiiinpictures.com/pompeiiinpictures/R3/3%2009%2005.htm","","","","r3-i9","35.69093","","","","http://p-lod.org/urn/urn:p-lod:id:r3-i9-p5"
"r3-i9-p6","BLD_000245","Shops","property","Property III.9.6","r3-i9-p6","","http://pompeiiinpictures.com/pompeiiinpictures/R3/3%2009%2006.htm","","","","r3-i9","73.47136","","","","http://p-lod.org/urn/urn:p-lod:id:r3-i9-p6"
"r3-i9-p8","","","property","","","","","","","","r3-i9","","","","","http://p-lod.org/urn/urn:p-lod:id:r3-i9-p8"
"r4-i1-p1","","","property","","","","","","","","r4-i1","","","","","http://p-lod.org/urn/urn:p-lod:id:r4-i1-p1"
"r4-i1-p2","BLD_000246","Shops","property","Property IV.1.2","r4-i1-p2","","http://pompeiiinpictures.com/pompeiiinpictures/R4/4%2001%20a.htm","","","","r4-i1","61.18049","","","","http://p-lod.org/urn/urn:p-lod:id:r4-i1-p2"
"r4-i1-p3","","","property","","","","","","","","r4-i1","","","","","http://p-lod.org/urn/urn:p-lod:id:r4-i1-p3"
"r4-i1-p4","BLD_000247","Private Dwellings","property","Property IV.1.4","r4-i1-p4","","http://pompeiiinpictures.com/pompeiiinpictures/R4/4%2001%20d.htm","","","","r4-i1","6.20176","","","","http://p-lod.org/urn/urn:p-lod:id:r4-i1-p4"
"r4-i1-p5","BLD_000248","Shops","property","Property IV.1.5","r4-i1-p5","","http://pompeiiinpictures.com/pompeiiinpictures/R4/4%2001%20e.htm","","","","r4-i1","13.77794","","","","http://p-lod.org/urn/urn:p-lod:id:r4-i1-p5"
"r4-i1-p6","BLD_000249","Private Dwellings","property","Property IV.1.6","r4-i1-p6","","http://pompeiiinpictures.com/pompeiiinpictures/R4/4%2001%20f.htm","","","","r4-i1","9.772611","","","","http://p-lod.org/urn/urn:p-lod:id:r4-i1-p6"
"r4-i1-p7","BLD_000250","Shops","property","Property IV.1.7","r4-i1-p7","","http://pompeiiinpictures.com/pompeiiinpictures/R4/4%2001%20g.htm","","","","r4-i1","20.61534","","","","http://p-lod.org/urn/urn:p-lod:id:r4-i1-p7"
"r4-i2-p1","BLD_000251","Shops","property","Property IV.2.1","r4-i2-p1","","http://pompeiiinpictures.com/pompeiiinpictures/R4/4%2002%20a.htm","","Casa dei pilastri colorati","","r4-i2","35.80128","","","","http://p-lod.org/urn/urn:p-lod:id:r4-i2-p1"
"r4-i2-p2","BLD_000252","Private Dwellings","property","Property IV.2.2","r4-i2-p2","","http://pompeiiinpictures.com/pompeiiinpictures/R4/4%2002%20b.htm","","","","r4-i2","7.250424","","","","http://p-lod.org/urn/urn:p-lod:id:r4-i2-p2"
"r4-i2-p3","BLD_000253","Shops","property","Property IV.2.3","r4-i2-p3","","http://pompeiiinpictures.com/pompeiiinpictures/R4/4%2002%20c.htm","","","","r4-i2","43.22266","","","","http://p-lod.org/urn/urn:p-lod:id:r4-i2-p3"
"r4-i2-p4","BLD_000254","Private Dwellings","property","Property IV.2.4","r4-i2-p4","","http://pompeiiinpictures.com/pompeiiinpictures/R4/4%2002%20d.htm","","","","r4-i2","10.03001","","","","http://p-lod.org/urn/urn:p-lod:id:r4-i2-p4"
"r4-i2-p5","BLD_000255","Shops; Workshops","property","Property IV.2.5","r4-i2-p5","","http://pompeiiinpictures.com/pompeiiinpictures/R4/4%2002%20e.htm","","","","r4-i2","43.88712","","","","http://p-lod.org/urn/urn:p-lod:id:r4-i2-p5"
"r4-i2-p6","","","property","","","","","","","","r4-i2","","","","","http://p-lod.org/urn/urn:p-lod:id:r4-i2-p6"
"r4-i3-p1","BLD_000256","Shops","property","Property IV.3.1","r4-i3-p1","","http://pompeiiinpictures.com/pompeiiinpictures/R4/4%2003%20a.htm","","","","r4-i3","25.72054","","","","http://p-lod.org/urn/urn:p-lod:id:r4-i3-p1"
"r4-i3-p2","BLD_000257","Shops","property","Property IV.3.2","r4-i3-p2","","http://pompeiiinpictures.com/pompeiiinpictures/R4/4%2003%20b.htm","","Domus of Hermes","","r4-i3","28.97664","","","","http://p-lod.org/urn/urn:p-lod:id:r4-i3-p2"
"r4-i3-p3","BLD_000258","Private Dwellings","property","Property IV.3.3","r4-i3-p3","","http://pompeiiinpictures.com/pompeiiinpictures/R4/4%2003%20c.htm","","","","r4-i3","11.30251","","","","http://p-lod.org/urn/urn:p-lod:id:r4-i3-p3"
"r4-i3-p4","BLD_000259","Shops","property","Property IV.3.4","r4-i3-p4","","http://pompeiiinpictures.com/pompeiiinpictures/R4/4%2003%20d.htm","","","","r4-i3","10.69264","","","","http://p-lod.org/urn/urn:p-lod:id:r4-i3-p4"
"r4-i3-p5","BLD_000260","Private Dwellings","property","Property IV.3.5","r4-i3-p5","","http://pompeiiinpictures.com/pompeiiinpictures/R4/4%2003%20e.htm","","Domus of Iphigenia","","r4-i3","9.214869","","","","http://p-lod.org/urn/urn:p-lod:id:r4-i3-p5"
"r4-i3-p6","BLD_000261","Shops","property","Property IV.3.6","r4-i3-p6","","http://pompeiiinpictures.com/pompeiiinpictures/R4/4%2003%20f.htm","","","","r4-i3","21.31236","","","","http://p-lod.org/urn/urn:p-lod:id:r4-i3-p6"
"r4-i3-p7","BLD_000262","Private Dwellings","property","Property IV.3.7","r4-i3-p7","","http://pompeiiinpictures.com/pompeiiinpictures/R4/4%2003%20g.htm","","Domus of M. Cerrinius Vatia","","r4-i3","9.342204","","","","http://p-lod.org/urn/urn:p-lod:id:r4-i3-p7"
"r4-i3-p8","BLD_000263","Shops","property","Property IV.3.8","r4-i3-p8","","http://pompeiiinpictures.com/pompeiiinpictures/R4/4%2003%20h.htm","","","","r4-i3","30.88012","","","","http://p-lod.org/urn/urn:p-lod:id:r4-i3-p8"
"r4-i3-p9","","","property","","","","","","","","r4-i3","","","","","http://p-lod.org/urn/urn:p-lod:id:r4-i3-p9"
"r4-i4-p1","BLD_000264","Shops","property","Property IV.4.1","r4-i4-p1","","http://pompeiiinpictures.com/pompeiiinpictures/R4/4%2004%20a.htm","","","","r4-i4","30.50882","","","","http://p-lod.org/urn/urn:p-lod:id:r4-i4-p1"
"r4-i4-p2","BLD_000265","Private Dwellings; Shops","property","Property IV.4.2","r4-i4-p2","","http://pompeiiinpictures.com/pompeiiinpictures/R4/4%2004%20b.htm","","","","r4-i4","93.12572","","","","http://p-lod.org/urn/urn:p-lod:id:r4-i4-p2"
"r4-i4-p3","BLD_000266","Shops","property","Property IV.4.3","r4-i4-p3","","http://pompeiiinpictures.com/pompeiiinpictures/R4/4%2004%20c.htm","","","","r4-i4","19.13088","","","","http://p-lod.org/urn/urn:p-lod:id:r4-i4-p3"
"r4-i4-p4","","","property","","","","","","","","r4-i4","","","","","http://p-lod.org/urn/urn:p-lod:id:r4-i4-p4"
"r4-i4-p5","","","property","","","","","","","","r4-i4","","","","","http://p-lod.org/urn/urn:p-lod:id:r4-i4-p5"
"r4-i4-p6","BLD_000267","Shops","property","Property IV.4.6","r4-i4-p6","","http://pompeiiinpictures.com/pompeiiinpictures/R4/4%2004%20h.htm","","","","r4-i4","50.11338","","","","http://p-lod.org/urn/urn:p-lod:id:r4-i4-p6"
"r4-i5-p1","BLD_000268","Shops","property","Property IV.5.1","r4-i5-p1","","http://pompeiiinpictures.com/pompeiiinpictures/R4/4%2005%20a.htm","","","","r4-i5","34.99283","","","","http://p-lod.org/urn/urn:p-lod:id:r4-i5-p1"
"r4-i5-p2","BLD_000269","Shops","property","Property IV.5.2","r4-i5-p2","","http://pompeiiinpictures.com/pompeiiinpictures/R4/4%2005%20b.htm","","","","r4-i5","46.09385","","","","http://p-lod.org/urn/urn:p-lod:id:r4-i5-p2"
"r4-i5-p3","","","property","","","","","","","","r4-i5","","","","","http://p-lod.org/urn/urn:p-lod:id:r4-i5-p3"
"r4-i5-p4","BLD_000270","Guilds","property","Property IV.5.4","r4-i5-p4","","http://pompeiiinpictures.com/pompeiiinpictures/R4/4%2005%20d.htm","","","","r4-i5","62.62657","","","","http://p-lod.org/urn/urn:p-lod:id:r4-i5-p4"
"r5-i1-p1","BLD_000435","Entertainment Buildings","property","Property V.1.1","r5-i1-p1","","http://pompeiiinpictures.com/pompeiiinpictures/R5/5%2001%2001.htm","","Caupona of Fortunatus","","r5-i1","65.10439","","","","http://p-lod.org/urn/urn:p-lod:id:r5-i1-p1"
"r5-i1-p13","BLD_000436","Entertainment Buildings","property","Property V.1.13","r5-i1-p13","","http://pompeiiinpictures.com/pompeiiinpictures/R5/5%2001%2013.htm","","","","r5-i1","152.7633","","","","http://p-lod.org/urn/urn:p-lod:id:r5-i1-p13"
"r5-i1-p15","BLD_000437","Workshops","property","Property V.1.15","r5-i1-p15","","http://pompeiiinpictures.com/pompeiiinpictures/R5/5%2001%2015.htm","","","","r5-i1","241.4653","","","","http://p-lod.org/urn/urn:p-lod:id:r5-i1-p15"
"r5-i1-p17","BLD_000438","Shops","property","Property V.1.17","r5-i1-p17","","http://pompeiiinpictures.com/pompeiiinpictures/R5/5%2001%2017.htm","","Statio of the aliarii","","r5-i1","29.03331","","","","http://p-lod.org/urn/urn:p-lod:id:r5-i1-p17"
"r5-i1-p18","BLD_000439","Private Dwellings","property","Property V.1.18","r5-i1-p18","","http://pompeiiinpictures.com/pompeiiinpictures/R5/5%2001%2018.htm","","Domus of L. Valerius Flaccus and Valerius Rufinus","","r5-i1","645.4338","","","","http://p-lod.org/urn/urn:p-lod:id:r5-i1-p18"
"r5-i1-p19","BLD_000440","Shops","property","Property V.1.19","r5-i1-p19","","http://pompeiiinpictures.com/pompeiiinpictures/R5/5%2001%2019.htm","","","","r5-i1","25.07385","","","","http://p-lod.org/urn/urn:p-lod:id:r5-i1-p19"
"r5-i1-p2","BLD_000441","Public Buildings","property","Property V.1.2","r5-i1-p2","","http://pompeiiinpictures.com/pompeiiinpictures/R5/5%2001%2002.htm","","","","r5-i1","54.46534","","","","http://p-lod.org/urn/urn:p-lod:id:r5-i1-p2"
"r5-i1-p20","BLD_000442","Entertainment Buildings","property","Property V.1.20","r5-i1-p20","","http://pompeiiinpictures.com/pompeiiinpictures/R5/5%2001%2020.htm","","","","r5-i1","58.7112","","","","http://p-lod.org/urn/urn:p-lod:id:r5-i1-p20"
"r5-i1-p22","BLD_000443","Shops","property","Property V.1.22","r5-i1-p22","","http://pompeiiinpictures.com/pompeiiinpictures/R5/5%2001%2022.htm","","","","r5-i1","14.65903","","","","http://p-lod.org/urn/urn:p-lod:id:r5-i1-p22"
"r5-i1-p23","","","property","","","","","","","","r5-i1","","","","","http://p-lod.org/urn/urn:p-lod:id:r5-i1-p23"
"r5-i1-p24","BLD_000444","Shops","property","Property V.1.24","r5-i1-p24","","http://pompeiiinpictures.com/pompeiiinpictures/R5/5%2001%2024.htm","","","","r5-i1","21.85764","","","","http://p-lod.org/urn/urn:p-lod:id:r5-i1-p24"
"r5-i1-p26","BLD_000445","Private Dwellings; Shops","property","Property V.1.26","r5-i1-p26","","http://pompeiiinpictures.com/pompeiiinpictures/R5/5%2001%2026.htm","","Casa del banchiere","","r5-i1","1016.436","","","","http://p-lod.org/urn/urn:p-lod:id:r5-i1-p26"
"r5-i1-p27","","","property","","","","","","","","r5-i1","","","","","http://p-lod.org/urn/urn:p-lod:id:r5-i1-p27"
"r5-i1-p28","BLD_000446","Private Dwellings","property","Property V.1.28","r5-i1-p28","","http://pompeiiinpictures.com/pompeiiinpictures/R5/5%2001%2028.htm","","Domus of M. Tofelanus Valens","","r5-i1","100.1848","","","","http://p-lod.org/urn/urn:p-lod:id:r5-i1-p28"
"r5-i1-p29","BLD_000447","Shops","property","Property V.1.29","r5-i1-p29","","http://pompeiiinpictures.com/pompeiiinpictures/R5/5%2001%2029.htm","","Taberna of Auxilio","","r5-i1","20.60196","","","","http://p-lod.org/urn/urn:p-lod:id:r5-i1-p29"
"r5-i1-p3","","","property","","","","","","","","r5-i1","","","","","http://p-lod.org/urn/urn:p-lod:id:r5-i1-p3"
"r5-i1-p30","BLD_000448","Shops","property","Property V.1.30","r5-i1-p30","","http://pompeiiinpictures.com/pompeiiinpictures/R5/5%2001%2030.htm","","Taberna of Canices","","r5-i1","45.32514","","","","http://p-lod.org/urn/urn:p-lod:id:r5-i1-p30"
"r5-i1-p31","BLD_000449","Shops","property","Property V.1.31","r5-i1-p31","","http://pompeiiinpictures.com/pompeiiinpictures/R5/5%2001%2031.htm","","","","r5-i1","40.75764","","","","http://p-lod.org/urn/urn:p-lod:id:r5-i1-p31"
"r5-i1-p4","BLD_000450","Workshops","property","Property V.1.4","r5-i1-p4","","http://pompeiiinpictures.com/pompeiiinpictures/R5/5%2001%2004.htm","","","","r5-i1","40.00723","","","","http://p-lod.org/urn/urn:p-lod:id:r5-i1-p4"
"r5-i1-p5","BLD_000451","Workshops","property","Property V.1.5","r5-i1-p5","","http://pompeiiinpictures.com/pompeiiinpictures/R5/5%2001%2005.htm","","","","r5-i1","31.05403","","","","http://p-lod.org/urn/urn:p-lod:id:r5-i1-p5"
"r5-i1-p6","","","property","","","","","","","","r5-i1","","","","","http://p-lod.org/urn/urn:p-lod:id:r5-i1-p6"
"r5-i1-p7","BLD_000452","Private Dwellings; Shops","property","Property V.1.7","r5-i1-p7","","http://pompeiiinpictures.com/pompeiiinpictures/R5/5%2001%2007.htm","","Casa dei Pigmei","","r5-i1","989.8247","","","","http://p-lod.org/urn/urn:p-lod:id:r5-i1-p7"
"r5-i1-p8","BLD_000453","Shops","property","Property V.1.8","r5-i1-p8","","http://pompeiiinpictures.com/pompeiiinpictures/R5/5%2001%2008.htm","","","","r5-i1","27.06441","","","","http://p-lod.org/urn/urn:p-lod:id:r5-i1-p8"
"r5-i2-p1","BLD_000454","Private Dwellings","property","Property V.2.1","r5-i2-p1","","http://pompeiiinpictures.com/pompeiiinpictures/R5/5%2002%2001.htm","","","","r5-i2","433.3445","","","","http://p-lod.org/urn/urn:p-lod:id:r5-i2-p1"
"r5-i2-p10","BLD_000455","Private Dwellings; Shops","property","Property V.2.10","r5-i2-p10","","http://pompeiiinpictures.com/pompeiiinpictures/R5/5%2002%2010.htm","","Domus of Paccia","","r5-i2","492.381","","","","http://p-lod.org/urn/urn:p-lod:id:r5-i2-p10"
"r5-i2-p12","BLD_000456","Shops","property","Property V.2.12","r5-i2-p12","","http://pompeiiinpictures.com/pompeiiinpictures/R5/5%2002%2012.htm","","","","r5-i2","29.53476","","","","http://p-lod.org/urn/urn:p-lod:id:r5-i2-p12"
"r5-i2-p13","","","property","","","","","","","","r5-i2","","","","","http://p-lod.org/urn/urn:p-lod:id:r5-i2-p13"
"r5-i2-p14","","","property","","","","","","","","r5-i2","","","","","http://p-lod.org/urn/urn:p-lod:id:r5-i2-p14"
"r5-i2-p15","BLD_000457","Private Dwellings; Entertainment Buildings; Shops","property","Property V.2.15","r5-i2-p15","","http://pompeiiinpictures.com/pompeiiinpictures/R5/5%2002%2015.htm","","","","r5-i2","634.8351","","","","http://p-lod.org/urn/urn:p-lod:id:r5-i2-p15"
"r5-i2-p19","","","property","","","","","","","","r5-i2","","","","","http://p-lod.org/urn/urn:p-lod:id:r5-i2-p19"
"r5-i2-p2","BLD_000458","Shops","property","Property V.2.2","r5-i2-p2","","http://pompeiiinpictures.com/pompeiiinpictures/R5/5%2002%2002.htm","","","","r5-i2","39.05687","","","","http://p-lod.org/urn/urn:p-lod:id:r5-i2-p2"
"r5-i2-p20","BLD_000460","Private Dwellings; Entertainment Buildings","property","Property V.2.20","r5-i2-p20","","http://pompeiiinpictures.com/pompeiiinpictures/R5/5%2002%2020.htm","","","","r5-i2","128.5822","","","","http://p-lod.org/urn/urn:p-lod:id:r5-i2-p20"
"r5-i2-p3","BLD_000461","Entertainment Buildings","property","Property V.2.3","r5-i2-p3","","http://pompeiiinpictures.com/pompeiiinpictures/R5/5%2002%2003.htm","","","","r5-i2","47.35386","","","","http://p-lod.org/urn/urn:p-lod:id:r5-i2-p3"
"r5-i2-p4","BLD_000462","Private Dwellings","property","Property V.2.4","r5-i2-p4","","http://pompeiiinpictures.com/pompeiiinpictures/R5/5%2002%2004.htm","","Casa di Bacco","","r5-i2","429.1981","","","","http://p-lod.org/urn/urn:p-lod:id:r5-i2-p4"
"r5-i2-p5","","","property","","","","","","","","r5-i2","","","","","http://p-lod.org/urn/urn:p-lod:id:r5-i2-p5"
"r5-i2-p6","BLD_000463","Shops","property","Property V.2.6","r5-i2-p6","","http://pompeiiinpictures.com/pompeiiinpictures/R5/5%2002%2006.htm","","","","r5-i2","59.5007","","","","http://p-lod.org/urn/urn:p-lod:id:r5-i2-p6"
"r5-i2-p7","BLD_000464","Private Dwellings","property","Property V.2.7","r5-i2-p7","","http://pompeiiinpictures.com/pompeiiinpictures/R5/5%2002%2007.htm","","","","r5-i2","431.5027","","","","http://p-lod.org/urn/urn:p-lod:id:r5-i2-p7"
"r5-i2-p8","BLD_000465","Shops","property","Property V.2.8","r5-i2-p8","","http://pompeiiinpictures.com/pompeiiinpictures/R5/5%2002%2008.htm","","","","r5-i2","31.64288","","","","http://p-lod.org/urn/urn:p-lod:id:r5-i2-p8"
"r5-i2-p9","BLD_000466","Shops","property","Property V.2.9","r5-i2-p9","","http://pompeiiinpictures.com/pompeiiinpictures/R5/5%2002%2009.htm","","","","r5-i2","32.44012","","","","http://p-lod.org/urn/urn:p-lod:id:r5-i2-p9"
"r5-i2-pc","BLD_000467","Entertainment Buildings","property","Property V.2.c","r5-i2-pc","","http://pompeiiinpictures.com/pompeiiinpictures/R5/5%2002%20c.htm","","Casa del cenacolo","","r5-i2","74.42316","","","","http://p-lod.org/urn/urn:p-lod:id:r5-i2-pc"
"r5-i2-pd","BLD_000469","Private Dwellings","property","Property V.2.d","r5-i2-pd","","http://pompeiiinpictures.com/pompeiiinpictures/R5/5%2002%20d.htm","","","","r5-i2","223.7997","","","","http://p-lod.org/urn/urn:p-lod:id:r5-i2-pd"
"r5-i2-pe","BLD_000468","Private Dwellings","property","Property V.2.e","r5-i2-pe","","http://pompeiiinpictures.com/pompeiiinpictures/R5/5%2002%20e.htm","","","","r5-i2","163.0906","","","","http://p-lod.org/urn/urn:p-lod:id:r5-i2-pe"
"r5-i2-pf","","","property","","","","","","","","r5-i2","","","","","http://p-lod.org/urn/urn:p-lod:id:r5-i2-pf"
"r5-i2-pg","BLD_000470","Private Dwellings","property","Property V.2.g","r5-i2-pg","","http://pompeiiinpictures.com/pompeiiinpictures/R5/5%2002%20g.htm","","","","r5-i2","648.4169","","","","http://p-lod.org/urn/urn:p-lod:id:r5-i2-pg"
"r5-i2-ph","BLD_000471","Private Dwellings","property","Property V.2.h","r5-i2-ph","","http://pompeiiinpictures.com/pompeiiinpictures/R5/5%2002%20h%20p1.htm","","Casa del cenacolo","","r5-i2","276.3787","","","","http://p-lod.org/urn/urn:p-lod:id:r5-i2-ph"
"r5-i2-pi","BLD_000472","Private Dwellings","property","Property V.2.i","r5-i2-pi","","http://pompeiiinpictures.com/pompeiiinpictures/R5/5%2002%20i%20p1.htm","","","","r5-i2","1848.913","","","","http://p-lod.org/urn/urn:p-lod:id:r5-i2-pi"
"r5-i3-p1","","","property","","","","","","","","r5-i3","","","","","http://p-lod.org/urn/urn:p-lod:id:r5-i3-p1"
"r5-i3-p10","","","property","","","","","","","","r5-i3","","","","","http://p-lod.org/urn/urn:p-lod:id:r5-i3-p10"
"r5-i3-p11","BLD_000473","Private Dwellings","property","Property V.3.11","r5-i3-p11","","http://pompeiiinpictures.com/pompeiiinpictures/R5/5%2003%2011.htm","","","","r5-i3","262.2654","","","","http://p-lod.org/urn/urn:p-lod:id:r5-i3-p11"
"r5-i3-p12","BLD_000474","Private Dwellings","property","Property V.3.12","r5-i3-p12","","http://pompeiiinpictures.com/pompeiiinpictures/R5/5%2003%2012.htm","","Casa della Duchessa di Aosta","","r5-i3","192.7969","","","","http://p-lod.org/urn/urn:p-lod:id:r5-i3-p12"
"r5-i3-p2","BLD_000475","Workshops; Shops","property","Property V.3.2","r5-i3-p2","","http://pompeiiinpictures.com/pompeiiinpictures/R5/5%2003%2002.htm","","","","r5-i3","127.1172","","","","http://p-lod.org/urn/urn:p-lod:id:r5-i3-p2"
"r5-i3-p3","","","property","","","","","","","","r5-i3","","","","","http://p-lod.org/urn/urn:p-lod:id:r5-i3-p3"
"r5-i3-p4","BLD_000476","Private Dwellings; Shops","property","Property V.3.4","r5-i3-p4","","http://pompeiiinpictures.com/pompeiiinpictures/R5/5%2003%2004.htm","","Casa dei Soffitii colorati","","r5-i3","814.9946","","","","http://p-lod.org/urn/urn:p-lod:id:r5-i3-p4"
"r5-i3-p5","","","property","","","","","","","","r5-i3","","","","","http://p-lod.org/urn/urn:p-lod:id:r5-i3-p5"
"r5-i3-p6","BLD_000477","Private Dwellings","property","Property V.3.6","r5-i3-p6","","http://pompeiiinpictures.com/pompeiiinpictures/R5/5%2003%2006.htm","","Casa di Narcisso","","r5-i3","116.2917","","","","http://p-lod.org/urn/urn:p-lod:id:r5-i3-p6"
"r5-i3-p7","BLD_000478","Private Dwellings","property","Property V.3.7","r5-i3-p7","","http://pompeiiinpictures.com/pompeiiinpictures/R5/5%2003%2007.htm","","Casa della Regina d'Olanda","","r5-i3","196.4356","","","","http://p-lod.org/urn/urn:p-lod:id:r5-i3-p7"
"r5-i3-p8","BLD_000479","Workshops","property","Property V.3.8","r5-i3-p8","","http://pompeiiinpictures.com/pompeiiinpictures/R5/5%2003%2008.htm","","","","r5-i3","398.7897","","","","http://p-lod.org/urn/urn:p-lod:id:r5-i3-p8"
"r5-i3-p9","BLD_000480","Private Dwellings","property","Property V.3.9","r5-i3-p9","","http://pompeiiinpictures.com/pompeiiinpictures/R5/5%2003%2009.htm","","Domus of Cosmus and Epidia","","r5-i3","309.9075","","","","http://p-lod.org/urn/urn:p-lod:id:r5-i3-p9"
"r5-i4-p1","","","property","","","","","","","","r5-i4","","","","","http://p-lod.org/urn/urn:p-lod:id:r5-i4-p1"
"r5-i4-p10","BLD_000481","Private Dwellings","property","Property V.4.10","r5-i4-p10","","http://pompeiiinpictures.com/pompeiiinpictures/R5/5%2004%2010.htm","","","","r5-i4","100.83","","","","http://p-lod.org/urn/urn:p-lod:id:r5-i4-p10"
"r5-i4-p11","BLD_000482","Private Dwellings","property","Property V.4.11","r5-i4-p11","","http://pompeiiinpictures.com/pompeiiinpictures/R5/5%2004%2011.htm","","Casa della nuova caccia","","r5-i4","460.4806","","","","http://p-lod.org/urn/urn:p-lod:id:r5-i4-p11"
"r5-i4-p13","BLD_000483","Private Dwellings; Shops","property","Property V.4.13","r5-i4-p13","","http://pompeiiinpictures.com/pompeiiinpictures/R5/5%2004%2013.htm","","","","r5-i4","285.9473","","","","http://p-lod.org/urn/urn:p-lod:id:r5-i4-p13"
"r5-i4-p3","BLD_000484","Private Dwellings; Shops; Workshops","property","Property V.4.3","r5-i4-p3","","http://pompeiiinpictures.com/pompeiiinpictures/R5/5%2004%2003.htm","","","","r5-i4","626.8983","","","","http://p-lod.org/urn/urn:p-lod:id:r5-i4-p3"
"r5-i4-p4","","","property","","","","","","","","r5-i4","","","","","http://p-lod.org/urn/urn:p-lod:id:r5-i4-p4"
"r5-i4-p5","BLD_000485","Entertainment Buildings","property","Property V.4.5","r5-i4-p5","","http://pompeiiinpictures.com/pompeiiinpictures/R5/5%2004%2005.htm","","","","r5-i4","73.9146","","","","http://p-lod.org/urn/urn:p-lod:id:r5-i4-p5"
"r5-i4-p6","BLD_000486","Entertainment Buildings","property","Property V.4.6","r5-i4-p6","","http://pompeiiinpictures.com/pompeiiinpictures/R5/5%2004%2006.htm","","Caupona of Spatalus","","r5-i4","159.8716","","","","http://p-lod.org/urn/urn:p-lod:id:r5-i4-p6"
"r5-i4-p9","BLD_000487","Private Dwellings","property","Property V.4.9","r5-i4-p9","","http://pompeiiinpictures.com/pompeiiinpictures/R5/5%2004%2009.htm","","","","r5-i4","175.5755","","","","http://p-lod.org/urn/urn:p-lod:id:r5-i4-p9"
"r5-i4-pa","","","property","","","","","","","","r5-i4","","","","","http://p-lod.org/urn/urn:p-lod:id:r5-i4-pa"
