"id","best-image","broader","description","type","label","manto-url","wikidata-url","url"
"threshold","","","","concept","Threshold","","http://www.wikidata.org/entity/Q774145","https://p-lod.org/id/threshold"
"throne","","","","concept","Throne","","http://www.wikidata.org/entity/Q189233","https://p-lod.org/id/throne"
"thunderbolt","","","","concept","Thunderbolt","","http://www.wikidata.org/entity/Q2794866","https://p-lod.org/id/thunderbolt"
"thyia","","mythological_figure","","concept","Thyia","","http://www.wikidata.org/entity/Q949266","https://p-lod.org/id/thyia"
"thymiaterion","","vessel","","concept","Thymiaterion","","http://www.wikidata.org/entity/Q662620","https://p-lod.org/id/thymiaterion"
"thyrsus","","","","concept","Thyrsus","","http://www.wikidata.org/entity/Q536850","https://p-lod.org/id/thyrsus"
"tibias","","","","concept","","","","https://p-lod.org/id/tibias"
"tibicen","","musician","","concept","Tibicen","","","https://p-lod.org/id/tibicen"
"tiger","","animal","","concept","Tiger","","http://www.wikidata.org/entity/Q19939","https://p-lod.org/id/tiger"
"tiger's_head","","","","concept","","","","https://p-lod.org/id/tiger's_head"
"tigers_head","","","","concept","Tiger's head","","","https://p-lod.org/id/tigers_head"
"toga","","","","concept","Toga","","","https://p-lod.org/id/toga"
"top","","","","concept","Top","","","https://p-lod.org/id/top"
"torch","","","","concept","Torch","","http://www.wikidata.org/entity/Q327954","https://p-lod.org/id/torch"
"tortoise","","animal","","concept","Tortoise","","http://www.wikidata.org/entity/Q32945370","https://p-lod.org/id/tortoise"
"tower","","","","concept","Tower","","http://www.wikidata.org/entity/Q12518","https://p-lod.org/id/tower"
"traveler","","generic_human_figure","","concept","Traveler","","","https://p-lod.org/id/traveler"
"travertine","","","","concept","Travertine","","http://www.wikidata.org/entity/Q187156","https://p-lod.org/id/travertine"
"tray","","","","concept","Tray","","","https://p-lod.org/id/tray"
"tree","","plant","","concept","Tree","","http://www.wikidata.org/entity/Q10884","https://p-lod.org/id/tree"
"trefoil","","","","concept","Trefoil","","","https://p-lod.org/id/trefoil"
"triangle","","","","concept","Triangle","","http://www.wikidata.org/entity/Q19821","https://p-lod.org/id/triangle"
"triclinium","","furniture","","concept","Triclinium","","","https://p-lod.org/id/triclinium"
"trident","","","","concept","Trident","","http://www.wikidata.org/entity/Q271628","https://p-lod.org/id/trident"
"triglyph","","","","concept","Triglyph","","","https://p-lod.org/id/triglyph"
"tripod","","","","concept","Tripod","","http://www.wikidata.org/entity/Q683906","https://p-lod.org/id/tripod"
"triptolemos","","","","concept","","","","https://p-lod.org/id/triptolemos"
"triton","","","","concept","Triton","","http://www.wikidata.org/entity/Q148030","https://p-lod.org/id/triton"
"trochus","","","","concept","Trochus","","","https://p-lod.org/id/trochus"
"trojan","","generic_human_figure","","concept","Trojan","","","https://p-lod.org/id/trojan"
"trophy","","","","concept","","","","https://p-lod.org/id/trophy"
"trowel","","","","concept","","","","https://p-lod.org/id/trowel"
"troy","","","","concept","Troy","","http://www.wikidata.org/entity/Q22647","https://p-lod.org/id/troy"
"trumpet","","musical_instrument","","concept","Trumpet","","","https://p-lod.org/id/trumpet"
"trunk","","","","concept","Trunk","","","https://p-lod.org/id/trunk"
"tryglyph","","","","concept","Tryglyph","","","https://p-lod.org/id/tryglyph"
"tunic","","","","concept","Tunic","","http://www.wikidata.org/entity/Q201714","https://p-lod.org/id/tunic"
"turkey","","","","concept","","","","https://p-lod.org/id/turkey"
"tympanum","","","","concept","Tympanum","","http://www.wikidata.org/entity/Q223209","https://p-lod.org/id/tympanum"
"ulysses","luna_img_PPM4_1646","mythological_figure","","concept","Ulysses","","http://www.wikidata.org/entity/Q47231","https://p-lod.org/id/ulysses"
"umbrella_pine","","","","concept","Umbrella pine","","http://www.wikidata.org/entity/Q3065538","https://p-lod.org/id/umbrella_pine"
"unknown","","","","concept","Unknown","","","https://p-lod.org/id/unknown"
"urania","","muse","","concept","Urania","","http://www.wikidata.org/entity/Q104002","https://p-lod.org/id/urania"
"ureaus","","egyptian_deity","","concept","Ureaus","","","https://p-lod.org/id/ureaus"
"urn","","","","concept","Urn","","","https://p-lod.org/id/urn"
"vase","","","","concept","Vase","","http://www.wikidata.org/entity/Q191851","https://p-lod.org/id/vase"
"vault","","architecture","","concept","Vault","","http://www.wikidata.org/entity/Q189771","https://p-lod.org/id/vault"
"vegetable","","plant","","concept","Vegetable","","http://www.wikidata.org/entity/Q11004","https://p-lod.org/id/vegetable"
"vegetal_scroll","","","","concept","Vegetal scroll","","http://www.wikidata.org/entity/Q106142876","https://p-lod.org/id/vegetal_scroll"
"vehicle","","","","concept","Vehicle","","http://www.wikidata.org/entity/Q42889","https://p-lod.org/id/vehicle"
"veil","","","","concept","Veil","","","https://p-lod.org/id/veil"
"venus","","roman_deity","","concept","Venus","","http://www.wikidata.org/entity/Q47652","https://p-lod.org/id/venus"
"vermiculatum","","","","concept","Vermiculatum","","http://www.wikidata.org/entity/Q370670","https://p-lod.org/id/vermiculatum"
"vessel","","","","concept","Vessel","","http://www.wikidata.org/entity/Q987767","https://p-lod.org/id/vessel"
"vesuvius","","","","concept","Vesuvius","","http://www.wikidata.org/entity/Q524","https://p-lod.org/id/vesuvius"
"viburnum","","plant","","concept","Viburnum","","http://www.wikidata.org/entity/Q158492","https://p-lod.org/id/viburnum"
"victory","","roman_deity","","concept","Victory","","","https://p-lod.org/id/victory"
"vignette","","","","concept","Vignette","","http://www.wikidata.org/entity/Q1327260","https://p-lod.org/id/vignette"
"vine","","plant","","concept","Vine","","http://www.wikidata.org/entity/Q917284","https://p-lod.org/id/vine"
"volute","","architectural","","concept","Volute","","http://www.wikidata.org/entity/Q218626","https://p-lod.org/id/volute"
"vulcan","","roman_deity","","concept","Vulcan","","http://www.wikidata.org/entity/Q4640","https://p-lod.org/id/vulcan"
"vulture","","bird","","concept","Vulture","","http://www.wikidata.org/entity/Q123120","https://p-lod.org/id/vulture"
"wagon","","vehicle","","concept","Wagon","","http://www.wikidata.org/entity/Q859281","https://p-lod.org/id/wagon"
"wall","","architecture","","concept","Wall","","http://www.wikidata.org/entity/Q42948","https://p-lod.org/id/wall"
"wand","","","","concept","Wand","","","https://p-lod.org/id/wand"
"warp","","","","concept","Warp","","http://www.wikidata.org/entity/Q738822","https://p-lod.org/id/warp"
"water","","","","concept","Water","","http://www.wikidata.org/entity/Q283","https://p-lod.org/id/water"
"wave-crest","","","","concept","Wave-crest","","http://www.wikidata.org/entity/Q864673","https://p-lod.org/id/wave-crest"
"wayfarer","","generic_human_figure","","concept","Wayfarer","","","https://p-lod.org/id/wayfarer"
"weapon","","","","concept","Weapon","","","https://p-lod.org/id/weapon"
"wheat","","plant","","concept","Wheat","","http://www.wikidata.org/entity/Q15645384","https://p-lod.org/id/wheat"
"wheel","","","","concept","Wheel","","http://www.wikidata.org/entity/Q446","https://p-lod.org/id/wheel"
"whip","","","","concept","Whip","","http://www.wikidata.org/entity/Q152910","https://p-lod.org/id/whip"
"window","","","","concept","Window","","http://www.wikidata.org/entity/Q35473","https://p-lod.org/id/window"
"window_panel","","","","concept","Window panel","","","https://p-lod.org/id/window_panel"
"wine","","","","concept","Wine","","http://www.wikidata.org/entity/Q282","https://p-lod.org/id/wine"
"wing","","","","concept","Wing","","","https://p-lod.org/id/wing"
"winged_caryatid_herm","","","","concept","","","","https://p-lod.org/id/winged_caryatid_herm"
"wings","","","","concept","Wings","","","https://p-lod.org/id/wings"
"winter","","","","concept","Winter","","","https://p-lod.org/id/winter"
"wolf","","animal","","concept","Wolf","","http://www.wikidata.org/entity/Q18498","https://p-lod.org/id/wolf"
"wolf's_teeth","","","","concept","","","","https://p-lod.org/id/wolf's_teeth"
"woman","","generic_human_figure","","concept","Woman","","http://www.wikidata.org/entity/Q467","https://p-lod.org/id/woman"
"worm","","animal","","concept","Worm","","http://www.wikidata.org/entity/Q47253","https://p-lod.org/id/worm"
"wreath","","","","concept","Wreath","","http://www.wikidata.org/entity/Q1201922","https://p-lod.org/id/wreath"
"wrestler","","generic_human_figure","","concept","Wrestler","","http://www.wikidata.org/entity/Q27978698","https://p-lod.org/id/wrestler"
"writing","","","","concept","","","","https://p-lod.org/id/writing"
"zeus","","olympian_deity","","concept","Zeus","","http://www.wikidata.org/entity/Q34201","https://p-lod.org/id/zeus"
"zeus_ammon","","deity","","concept","Zeus Ammon","","","https://p-lod.org/id/zeus_ammon"
"zither","","","","concept","Zither","","","https://p-lod.org/id/zither"
